ARID3A	ARNT	ATF2	ATF3	ATF4	ATF7	BACH1	BHLHE40	BRCA1	CBX5	CDC5L	CEBPB	CREB3L1	CTCF	CUX1	E2F1	E2F7	E2F8	E4F1	EGR1	ELF1	ELF4	ELK1	EP300	ESRRA	ETV6	EWSR1	FOXA1	FOXM1	GABPA	GATA1	GATA2	GMEB1	HES1	HMBOX1	IKZF1	IRF1	KLF16	MAFF	MAFK	MAX	MEF2A	MEIS2	MGA	MNT	MYBL2	MYC	NFE2	NFIC	NR2C2	NR2F1	NR2F2	NR2F6	NR3C1	NRF1	PKNOX1	POU5F1	REST	RFX1	RFX5	RUNX1	SP1	SREBF1	STAT1	STAT5A	TAL1	TBP	TCF12	TCF7	TCF7L2	TEAD4	THRA	YY1	ZBTB7A	ZNF143	ZNF282	ZNF384
SLC45A1	0	0	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
RERE	1	0	1	1	2	1	0	0	0	0	1	3	0	2	0	2	0	2	2	1	1	1	1	2	1	0	0	0	0	0	0	0	0	1	1	2	1	1	0	0	6	0	4	2	2	0	3	0	3	0	1	1	2	0	2	0	0	1	1	0	1	1	0	0	0	0	2	0	1	0	3	0	0	2	0	1	2
ENO1	2	6	0	4	3	5	3	3	0	1	1	1	2	3	1	1	0	1	4	2	4	4	0	3	1	0	1	0	1	1	0	0	5	2	4	2	2	0	2	2	8	0	4	2	5	0	5	3	7	0	2	0	1	0	2	2	0	1	0	0	1	3	1	1	0	1	3	1	3	0	4	0	2	4	0	3	2
CA6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC2A5	0	0	0	1	0	1	0	3	0	0	1	1	0	1	0	1	0	0	0	2	2	0	0	0	3	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	3	0	3	4	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0
GPR157	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0
H6PD	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	2	2	0	0	0	1	1	0	0	1	0	0	2	1	0	1	0	3	0	2	0	1	0	1	0	1	0	2	1	1	0	3	2	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	3	1	2	0
SPSB1	1	0	1	3	3	1	1	0	0	1	2	1	1	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	3	0	1	2	0	0	1	2	3	0	2	0	0	1	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	1	0	2
SLC25A33	0	1	2	3	3	4	0	2	0	1	0	2	2	1	0	2	0	0	0	6	1	1	0	1	1	0	0	0	0	0	1	0	1	2	1	1	1	1	1	1	3	0	2	2	5	0	4	0	3	0	0	0	0	0	4	3	0	1	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	1	0	1
TMEM201	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	1	2	2	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	4	0	1	0	2	0	3	0	0	0	0	2	0	0	4	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
PIK3CD	0	1	0	0	1	1	0	1	0	0	0	4	0	0	0	1	0	0	2	3	0	1	0	1	3	0	0	0	1	0	1	0	2	0	0	3	0	0	0	0	3	0	1	0	2	0	1	0	4	0	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	2	1	0	2
CLSTN1	0	0	0	1	1	1	0	2	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	2	0	0	1	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	2	0
CTNNBIP1	0	2	1	0	0	2	0	2	0	0	1	0	1	1	0	1	0	0	3	2	0	1	0	1	1	0	0	0	1	0	1	1	1	0	1	1	3	0	1	0	2	0	2	0	2	0	3	0	3	0	1	0	0	0	2	2	0	0	0	0	1	2	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0
NMNAT1	0	4	0	0	1	2	0	2	0	1	0	1	1	3	0	2	0	2	1	1	1	2	1	1	2	0	0	0	0	1	0	0	1	1	3	1	1	1	0	0	2	0	0	1	1	0	1	0	2	0	1	1	0	0	0	2	1	2	0	0	0	1	0	0	1	1	4	0	1	0	2	0	0	1	2	2	2
LZIC	0	4	0	0	1	2	0	2	0	1	0	1	1	3	0	2	0	2	1	1	1	2	1	1	2	0	0	0	0	1	0	0	1	1	3	1	1	1	0	0	2	0	0	1	1	0	1	0	2	0	1	1	0	0	0	2	1	2	0	0	0	1	0	0	1	1	4	0	1	0	2	0	0	1	2	2	2
RBP7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBE4B	2	1	0	0	0	3	1	1	0	0	0	1	1	2	0	0	0	0	0	1	0	0	3	1	1	0	0	0	0	1	0	0	2	0	2	2	1	0	0	2	2	0	2	1	4	0	2	1	1	0	1	1	0	0	1	1	0	2	1	1	1	2	1	0	0	0	2	0	0	1	0	0	1	1	1	0	1
KIF1B	0	0	1	0	0	2	0	1	0	0	0	2	2	1	1	1	0	1	0	3	0	0	0	1	1	0	0	0	0	1	0	0	3	1	0	5	1	1	0	0	2	0	2	1	2	0	2	0	3	0	1	0	0	0	2	1	0	1	0	0	1	1	0	0	0	2	1	1	0	0	1	0	1	1	0	1	2
PGD	0	0	1	2	2	3	0	2	0	0	0	1	1	1	0	1	1	1	1	3	0	1	2	3	2	0	0	0	1	0	0	0	2	0	1	0	1	0	3	1	2	0	1	3	3	0	2	1	3	1	3	0	0	0	1	1	0	1	1	0	2	1	1	0	0	0	2	2	1	0	2	0	1	1	1	1	1
APITD1	0	0	0	0	0	3	0	1	0	2	0	0	1	2	0	0	1	2	2	3	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	2	2	2	0	1	0	3	0	1	1	1	0	1	1	1	3	2	1	0	2	1	1	0	0	2	0	2	0	1	0	0	0	2	1	5
APITD1-CORT	0	0	0	0	0	3	0	1	0	2	0	0	1	2	0	0	1	2	2	3	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	2	2	2	0	1	0	3	0	1	1	1	0	1	1	1	3	2	1	0	2	1	1	0	0	2	0	2	0	1	0	0	0	2	1	5
DFFA	1	2	1	0	1	3	0	3	0	1	0	0	2	1	1	2	0	2	3	2	3	2	1	2	3	0	0	0	4	2	1	0	2	0	0	0	2	0	1	0	2	0	0	2	3	0	2	1	2	1	2	3	0	0	2	0	0	2	0	1	0	3	1	2	0	1	3	0	3	1	4	0	1	2	3	2	0
PEX14	1	2	1	0	1	3	0	3	0	1	0	0	2	1	1	2	0	2	3	2	3	2	1	2	3	0	0	0	4	2	1	0	2	0	0	0	2	0	1	0	2	0	0	2	3	0	2	1	2	1	2	3	0	0	2	0	0	2	0	1	0	3	1	2	0	1	3	0	3	1	4	0	1	2	3	2	0
CASZ1	0	0	0	1	1	0	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TARDBP	1	1	0	0	2	1	0	1	0	0	1	1	2	0	0	1	0	3	1	1	0	1	0	1	2	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	2	0	0	0	1	0	2	0	0	0	1	0	0	1	4	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	2	0	1	2	2	1	1
SRM	0	0	0	0	0	2	0	2	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	7	0	0	1	3	0	2	0	2	0	1	1	2	1	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0
EXOSC10	1	0	0	0	0	1	0	2	0	0	0	0	2	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	2	2	2	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1
ANGPTL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTOR	0	1	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	3	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	2	0	1	1	0	0	3	3	1	2	0	0	0	1	1	1	0	0	1	0	0	0	1	0	1	2	1	0	0
UBIAD1	0	0	3	2	2	1	0	1	0	1	0	0	2	1	0	0	0	1	1	1	1	2	1	0	3	0	0	0	0	2	1	0	1	0	3	1	1	0	0	0	1	0	1	0	2	0	1	0	2	0	1	0	0	0	4	2	0	1	0	0	0	2	0	0	0	1	3	0	0	0	1	0	2	1	0	2	0
FBXO44	0	0	0	0	0	3	0	4	0	1	0	0	0	4	0	0	0	0	1	1	1	0	0	1	3	0	0	0	0	0	1	0	2	0	0	1	0	2	0	1	5	0	0	3	1	0	2	1	4	0	3	0	0	0	5	0	0	2	0	0	0	1	0	0	0	1	1	0	1	0	1	0	1	3	3	1	1
FBXO2	0	0	0	0	0	3	0	4	0	1	0	0	0	4	0	0	0	0	1	1	1	0	0	1	3	0	0	0	0	0	1	0	2	0	0	1	0	2	0	1	5	0	0	3	1	0	2	1	4	0	3	0	0	0	5	0	0	2	0	0	0	1	0	1	0	1	1	0	1	0	1	0	1	3	3	1	1
FBXO6	0	1	0	0	0	1	0	3	0	1	0	0	0	1	0	0	0	1	1	3	0	1	0	2	2	0	0	0	1	1	2	1	2	1	1	2	0	2	0	0	2	0	1	1	0	0	3	1	4	0	1	1	0	0	4	1	0	1	1	0	0	0	0	1	1	2	1	1	0	0	1	0	1	2	1	2	1
MAD2L2	0	0	1	2	1	2	0	1	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	1	2	0	0	0	0	1	1	1	4	0	0	2	0	3	0	0	3	0	3	2	1	0	1	0	2	0	5	3	2	0	1	0	0	2	1	0	0	0	0	0	1	3	0	2	0	0	1	0	0	2	0	0	2
DRAXIN	0	0	1	2	1	1	0	1	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	2	0	0	0	0	1	1	1	3	0	0	2	0	2	0	0	2	0	3	2	1	0	1	0	2	0	5	3	2	0	0	0	0	2	1	0	0	0	0	0	1	3	0	2	0	0	1	0	0	2	0	0	2
AGTRAP	1	0	1	2	1	5	0	3	0	0	1	4	1	3	0	2	0	1	5	2	2	2	0	3	3	3	0	0	0	1	1	1	7	1	0	6	2	2	0	0	8	0	1	3	4	0	4	2	2	0	7	2	3	0	4	2	0	3	1	1	1	0	0	1	0	0	2	0	2	0	1	0	1	2	2	2	0
C1orf167	0	0	1	1	0	1	0	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	2	0	2	1	1	0	1	1	0	0	2	1	1	0	2	2	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
CLCN6	3	5	2	1	6	6	0	6	0	0	2	2	4	1	4	0	1	3	6	7	4	5	2	6	3	1	0	0	3	4	2	2	0	4	2	7	4	2	2	1	9	0	8	0	6	0	5	1	0	1	10	8	6	0	6	9	0	8	2	1	2	5	1	1	3	6	7	4	3	2	4	0	2	5	3	2	2
MTHFR	3	5	2	1	6	6	0	6	0	0	2	2	4	1	4	0	1	3	6	7	4	5	2	6	3	1	0	0	3	4	2	2	0	4	2	7	4	2	2	1	9	0	8	0	6	0	5	1	0	1	10	8	6	0	6	9	0	8	2	1	2	5	1	1	3	6	7	4	3	2	4	0	2	5	3	2	2
KIAA2013	0	1	0	0	0	5	0	3	0	0	0	1	1	0	1	0	0	1	5	3	3	2	1	1	1	0	0	0	2	0	1	0	4	2	0	3	2	0	0	0	3	0	2	4	6	0	3	0	3	0	1	0	0	0	3	3	0	0	0	0	0	3	0	0	0	1	2	0	0	1	1	0	0	2	2	2	1
PLOD1	0	1	0	0	0	5	0	3	0	0	0	2	1	0	1	0	0	1	5	4	3	2	1	1	2	0	0	0	2	0	1	0	4	2	0	3	2	0	0	0	5	0	2	4	6	0	3	0	5	0	1	0	0	0	3	3	0	0	0	0	0	3	0	0	0	1	2	0	0	1	1	0	0	2	3	2	1
MFN2	0	1	1	2	1	3	0	1	0	0	0	3	2	0	1	2	0	1	1	1	1	1	0	1	1	0	0	0	0	2	0	1	1	1	0	3	2	1	0	0	4	0	3	2	2	0	2	1	2	0	3	3	1	0	1	2	0	0	0	0	0	1	1	0	1	2	1	2	3	0	1	0	1	2	1	0	0
MIIP	0	0	0	0	5	2	0	2	0	0	0	5	2	1	0	1	0	2	2	3	0	1	0	3	0	0	0	0	1	1	1	0	1	0	0	5	1	0	1	1	2	0	1	3	3	0	1	2	1	0	4	1	2	0	3	1	0	1	1	1	1	1	1	1	1	1	2	0	0	0	1	0	0	1	1	0	3
TNFRSF8	0	0	0	2	2	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	2	0	0	2	1	0	2	1	0	2	2	4	0	0	2	3	0	2	2	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	3	2	0	1
TNFRSF1B	0	1	1	3	0	5	0	2	0	0	0	1	4	1	0	2	0	0	3	3	2	3	1	3	5	3	0	0	3	3	2	2	2	1	0	5	2	4	1	1	9	0	3	3	3	0	2	4	4	0	4	4	3	0	3	3	0	3	1	0	2	2	0	0	3	3	3	4	1	1	4	0	2	8	4	2	0
VPS13D	0	0	0	0	0	2	0	0	0	1	0	1	1	2	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	2	0	0	1	1	1	1	0	2	0	1	0	0	0	1	1	2	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	3	1	1	1
DHRS3	2	0	1	2	0	4	0	4	0	1	0	2	1	3	0	1	0	1	1	1	1	1	0	3	1	0	0	0	0	1	0	0	1	0	2	5	1	1	0	2	6	0	3	0	3	0	2	0	1	0	1	1	1	0	2	3	0	1	1	0	0	0	0	0	1	0	7	0	2	0	1	0	1	8	1	2	3
LRRC38	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRDM2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
KAZN	0	0	3	1	0	5	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM51	0	0	0	0	0	2	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	2	0	1	1	1	0	1	0	0	0	1	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0
FHAD1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
EFHD2	0	0	0	4	0	2	0	2	0	1	0	1	1	1	0	2	0	0	1	5	0	0	0	1	2	2	0	0	0	1	0	2	2	0	2	5	1	1	0	0	3	0	1	0	0	0	1	1	1	0	2	2	1	0	1	3	0	1	1	0	0	1	0	0	0	0	1	0	2	0	1	0	1	2	0	0	0
CELA2A	0	0	2	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0	0	1	3	0	6	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	2	0	1	1	2	0	2
CELA2B	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	2
CASP9	0	0	0	2	2	4	0	3	0	0	0	6	1	1	0	2	0	1	3	6	3	3	0	2	4	0	0	0	2	2	0	0	3	0	1	2	3	1	1	3	4	0	2	0	4	0	1	1	3	0	2	1	1	0	6	3	1	2	3	1	0	4	3	0	0	0	2	0	1	1	2	0	0	3	2	1	1
DNAJC16	0	0	0	2	1	3	0	3	0	0	0	6	1	1	0	2	0	1	3	6	2	2	0	1	4	0	0	0	2	2	0	0	3	0	1	1	3	1	1	3	3	0	2	0	3	0	1	1	3	0	2	1	1	0	5	2	1	2	2	1	0	4	3	0	0	0	2	0	1	1	2	0	0	3	2	1	1
AGMAT	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDI2	2	0	0	1	1	5	0	2	0	1	0	3	2	1	1	0	0	1	3	2	1	2	0	3	1	0	0	0	0	0	0	0	1	1	0	4	1	0	0	0	4	0	2	5	5	0	3	0	1	0	2	1	2	0	3	3	0	1	1	0	2	1	1	0	0	0	3	0	0	1	2	0	0	1	1	1	2
PLEKHM2	0	1	0	1	2	1	0	2	0	1	0	2	0	0	0	0	0	0	2	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	2	2	0	0	0	0	2	0	0	0	1	0	2	0	2	0	3	1	2	0	1	1	0	0	0	0	0	0	0	0	0	3	2	2	0	0	2	0	0	3	0	0	0
FBLIM1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	1	1	1	0	0	1	0	1	0	0	1	0	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0
SPEN	2	2	1	0	3	5	2	2	0	0	1	2	2	0	0	2	1	1	3	3	0	3	1	2	2	3	0	0	1	0	0	0	2	0	1	4	0	0	2	2	5	0	2	6	3	0	3	2	3	0	2	3	0	0	3	0	1	1	0	1	0	2	0	0	0	0	4	0	0	0	3	0	2	2	1	4	7
ZBTB17	0	2	0	0	0	1	0	0	0	2	0	1	0	1	0	1	0	1	1	2	1	1	0	0	1	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	2	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	1	2	1	0	2	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	0
HSPB7	1	2	0	1	2	3	0	3	0	0	0	2	0	3	0	1	0	1	1	4	1	1	0	2	3	0	0	0	2	1	0	0	1	0	0	1	1	1	0	1	5	1	1	1	1	0	1	0	2	0	3	1	3	1	5	1	0	3	0	0	1	2	1	0	0	0	2	1	0	0	2	0	1	4	4	0	0
CLCNKB	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
FAM131C	0	0	1	1	0	1	0	3	0	0	0	1	0	4	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	4	0	2	0	1	0	0	1	3	0	2	0	1	0	3	2	0	2	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	2	4	0	1
EPHA2	2	1	2	3	5	5	0	4	0	0	0	3	1	2	0	1	0	2	4	6	1	2	0	4	1	0	0	0	0	1	1	1	4	2	1	5	3	2	0	1	8	0	2	3	2	0	3	1	2	0	3	4	3	0	4	4	0	1	0	0	1	3	1	1	2	2	2	2	3	1	2	0	0	8	1	3	1
ARHGEF19	0	1	0	0	1	2	0	3	0	1	1	1	1	2	0	0	2	3	1	2	2	1	0	0	1	0	0	0	1	1	1	0	3	0	1	1	3	0	0	0	7	0	0	2	3	0	6	0	3	0	1	3	0	0	7	5	0	2	0	0	0	4	0	0	0	1	3	1	0	1	0	0	0	9	4	1	0
RSG1	1	0	0	0	0	1	0	1	0	0	0	1	1	4	0	1	0	1	2	1	1	0	0	0	1	0	0	0	0	1	0	0	3	0	0	1	1	1	0	0	3	0	2	5	1	0	1	1	1	0	1	0	0	0	1	1	1	1	1	1	0	1	0	0	0	4	1	1	0	0	0	0	1	3	3	0	1
FBXO42	1	0	2	3	3	4	2	3	0	1	0	3	1	1	2	3	0	0	2	3	1	0	0	2	1	0	0	0	0	2	0	0	2	0	1	4	1	0	0	2	5	0	4	3	1	0	2	2	0	0	2	1	1	0	1	1	0	1	0	0	1	1	2	0	0	1	1	0	1	0	3	0	2	2	1	2	2
SZRD1	1	3	0	1	0	3	0	1	0	0	0	3	0	2	1	3	0	1	1	1	1	1	2	2	4	0	0	0	1	1	1	0	2	0	1	1	1	0	1	1	2	0	2	0	2	0	2	0	2	0	3	2	0	0	1	3	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	2	1	2	2	3
NECAP2	1	1	0	0	0	2	0	1	0	1	0	1	2	3	1	2	0	1	1	1	4	2	1	2	3	1	0	0	0	1	0	0	2	0	0	3	1	1	1	2	3	1	3	1	2	0	1	1	2	0	3	2	1	1	2	2	0	3	1	0	0	1	0	1	2	3	2	1	1	0	1	0	1	2	1	0	3
CROCC	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	5	0	1	2	3	0	2	0	0	0	1	0	1	0	3	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	3	0	1
MFAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP13A2	0	0	0	0	0	1	0	2	0	0	0	0	2	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	3	0	1	0	2	0	0	0	1	0	0	1	0	0	2	0	0	0	0	0	2	2	0	0	0	1	1	1	0	1	1	0	0	2	2	0	1
SDHB	0	0	1	3	1	2	0	1	0	0	0	2	0	2	0	2	0	3	2	2	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	0	0	2	0	2	0	0	0	2	0	0	0	2	0	1	0	3	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	2	0	1
PADI2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	3	0	1	0	0	0	1	0	1	0	0	0	0	0	2	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
PADI1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
RCC2	1	0	1	1	1	2	0	3	0	0	0	3	0	2	0	1	0	0	2	1	0	0	0	2	1	0	0	0	0	0	0	1	1	0	0	3	0	0	0	1	4	0	2	4	2	0	6	1	1	0	1	0	0	0	8	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	3	0	1	1
ARHGEF10L	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	2	0	1	0	0	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
